0.17	0.64
0.2	1.09
0.36	1.08
0.48	1.09
0.54	1.05
0.6	0.82
0.59	0.84
0.63	0.81
0.69	0.84
0.73	0.82
0.77	0.71
0.78	0.82
0.69	0.84
0.73	0.7
0.83	0.72
0.87	0.66
0.91	0.58
0.86	0.7
0.87	0.66
0.83	0.68
0.82	0.67
0.9	0.66
0.88	0.73
0.94	0.61
0.89	0.7
0.92	0.52
0.86	0.68
0.89	0.58
0.92	0.62
0.93	0.61
0.95	0.52
0.97	0.6
0.89	0.62
0.89	0.62
0.92	0.61
0.94	0.55
0.93	0.54
0.94	0.52
1.02	0.49
0.98	0.54
0.96	0.55
0.88	0.57
0.95	0.52
1.01	0.45
0.97	0.58
1.02	0.47
0.91	0.55
0.99	0.62
0.94	0.55
0.95	0.49
0.94	0.54
0.98	0.54
0.96	0.52
0.99	0.5
0.99	0.58
1.02	0.48
1.02	0.43
1.01	0.49
1.02	0.54
0.98	0.6
0.49	0.36
0.13	0.58
